business_code,name,name.1,customer_code,name.2,source_market_code
PT110004,Excursion to Meenakshi Temple 'Going to Bed' Ceremony,Madurai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Guided Tour of Bhopal,Bhopal,ACC0538,"If Only, United Kingdom",GBR
PT110004,Dabbah Wala tour of Mumbai,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Day Walk From Kumbhalgarh To Ranakpur,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Explore the Edakkal Caves,Wayanad,ACC0538,"If Only, United Kingdom",GBR
PT110004,"Hike, Bike and Yoga tour",Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,High Tea at Imperial,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Leopard Sighting Jeep Safari (shared Safari),Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Meesapulimal Trek,Munnar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning and afternoon Jeep safaris in the park,Kanha,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tea Tasting Experience,Munnar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Hoysala temples at Belur and Halebid,Hassan,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Hoysala temples at Belur,Belur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Dhar Bhil Village Experience with farm Walk,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Dharamasala and McLeod Ganj Tour,Dharamshala,ACC0538,"If Only, United Kingdom",GBR
PT110004,Discovering Bombay Tour,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Hoysala temples at Halebid,Halebeedu (Halebidu),ACC0538,"If Only, United Kingdom",GBR
PT110004,Farm Visit,Deogarh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Discover Mussoorie,Mussoorie,ACC0538,"If Only, United Kingdom",GBR
PT110004,Camel Safari through the ravines to the ruins of Fort Ater,Jarar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Countryside Safari Jeep Safari,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,A Culinary Escape at Mharo Khet (Standard Experience),Jodhpur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Camp Fire Dinner,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Sunrise Breakfast with Wildlife,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Kangra,Kangra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Day trek to Narkanda,Shimla,ACC0538,"If Only, United Kingdom",GBR
PT110004,Guided excursion to Thattekad Bird Sanctuary - afternoon,Thattekkad,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Kanyakumari,Kanyakumari,ACC0538,"If Only, United Kingdom",GBR
PT110004,Explore the Edakal Caves,Sultan Bathery,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning game drive,Pench,ACC0538,"If Only, United Kingdom",GBR
PT110004,Cycle tour,Kochi (Cochin),ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Gulbarga Fort,Kalaburagi (Gulbarga),ACC0538,"If Only, United Kingdom",GBR
PT110004,The Adbesara Hunting Trail (without Champagne),Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,The Adbesara Hunting Trail - with Champagne,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Camel Charisma,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,rsion to Tiger Hill and Ghoom Monastery,Darjeeling,ACC0538,"If Only, United Kingdom",GBR
PT110004,Afternoon Jeep Safari in Bandhavgarh,Bandhavgarh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Sunset visit to the Taj Mahal,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Visit to Metah Bagh to see the Taj Mahal,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Juna Mahal and Deo Somnath Temple,Dungarpur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Ranganathittu Bird Sanctuary,Ranganathittu,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Somnathpur,Somnathpura,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tour of Shimla,Shimla,ACC0538,"If Only, United Kingdom",GBR
PT110004,Explore local area,Rishikesh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Full day historical walking tour - with your guide from Glenburn,Kolkata,ACC0538,"If Only, United Kingdom",GBR
PT110004,Afternoon Game Drives in Ranthambhore,Ranthambore,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tour of Tiruchirappalli,Trichy (Tiruchirappalli),ACC0538,"If Only, United Kingdom",GBR
PT110004,Food Walk of Delhi,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Evening Harbour cruise. Private transfer and shared boat.,Kochi (Cochin),ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning and Afternoon Game Drives,Corbett,ACC0538,"If Only, United Kingdom",GBR
PT110004,Cycle tour,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Half day excursion to the Amber Fort Palace,Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half Day Jodhpur City Tour,Jodhpur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Evening cooking demonstration with local BRAHMIN family <<family home>> (VEGETEARIAN MEAL),Jodhpur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Cooking lesson and meal with a Dera Mandawa family,Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Jodhpur city tour including a guided walk in the Old City,Jodhpur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Kollukumalai trek from Casa del Fauno,Munnar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Sightseeing tour of Bijapur,Vijayapura (Bijapur),ACC0538,"If Only, United Kingdom",GBR
PT110004,Mysore Full Day Tour,Mysuru (Mysore),ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Ghoom Monastery,Darjeeling,ACC0538,"If Only, United Kingdom",GBR
PT110004,Ride on Darjeeling Himalayan Railway,Darjeeling,ACC0538,"If Only, United Kingdom",GBR
PT110004,Afternoon jeep safari,Corbett,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tour of Datia and Gwalior,Gwalior,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning Game Drive,Corbett,ACC0538,"If Only, United Kingdom",GBR
PT110004,Afternoon Jeep safari in the park,Kanha,ACC0538,"If Only, United Kingdom",GBR
PT110004,Darjeeling tour (markets and museums),Darjeeling,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning and afternoon game drive,Pench,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning and afternoon jeep safaris,Tadoba,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning Jeep safari in the park,Tadoba,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning excursion to Tiger Hill,Darjeeling,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning Jeep Safari in Bandhavgarh,Bandhavgarh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Royal Mysore walking tour,Mysuru (Mysore),ACC0538,"If Only, United Kingdom",GBR
PT110004,Historical Train ride,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Pink City by E-bicycle,Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Calcutta walking tour,Kolkata,ACC0538,"If Only, United Kingdom",GBR
PT110004,Afternoon Jeep safari in the park,Tadoba,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning and afternoon Jeep Safaris in Bandhavgarh,Bandhavgarh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion around Mahabalipuram by rickshaw,Mamallapuram (Mahabalipuram),ACC0538,"If Only, United Kingdom",GBR
PT110004,Sightseeing tour of Madurai,Madurai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half Day Udaipur City Tour,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Discovering  Amritsar (With Partition Museum),Amritsar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Putting to Bed Ceremony,Amritsar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Five Senses Tour,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Lucknow Uncovered,Lucknow,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Ranganathittu Bird Sanctuary and Srirangapatnam,Mysuru (Mysore),ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Ranganathittu Bird Sanctuary and Srirangapatnam,Srirangapatna,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Elephanta Island and city tour of Bombay,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Visit to Amber Elephant Village,Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Early Morning Jungle Walk with Forest Guide,Thekkady (Periyar/Kumily),ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to a spice plantation,Thekkady (Periyar/Kumily),ACC0538,"If Only, United Kingdom",GBR
PT110004,Half day city tour of Bikaner,Bikaner,ACC0538,"If Only, United Kingdom",GBR
PT110004,City Tour of Pondicherry,Puducherry (Pondicherry),ACC0538,"If Only, United Kingdom",GBR
PT110004,Day cruise along Keralan backwaters to Thotapally,Alappuzha (Alleppey),ACC0538,"If Only, United Kingdom",GBR
PT110004,Kathakali Dance Evening,Kochi (Cochin),ACC0538,"If Only, United Kingdom",GBR
PT110004,Visit to the Taj Mahal,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Cycle tour,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Discover Ahmedabad,Ahmedabad,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half Day New Delhi City Tour,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,"Half Day Old Delhi City Tour, including guided walk",New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Hope Project walk in Nizamuddin Basti (SUPPLEMENT FOR SUNDAYS),New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Old and New Delhi City Tour,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,"Old and New Delhi City Tour, including guided walk",New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tanjore City Tour,Thanjavur (Tanjore),ACC0538,"If Only, United Kingdom",GBR
PT110004,Half Day Old Delhi City Tour,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tea by the lake,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Kumbalanghi Village Visit,Kochi (Cochin),ACC0538,"If Only, United Kingdom",GBR
PT110004,Visit and lunch at Tranquilitea,Coonoor,ACC0538,"If Only, United Kingdom",GBR
PT110004,Worli Fishing tour,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Bird watching excursion by boat on the Chambal River,Jarar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Guided excursion to Thattekad Bird Sanctuary - afternoon,Kothamangalam (KL) ,ACC0538,"If Only, United Kingdom",GBR
PT110004,Exploring Palakkad,Palakkad,ACC0538,"If Only, United Kingdom",GBR
PT110004,Cycling Tour,Deogarh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion around the Tellicherry area,Thalassery (Telicherry),ACC0538,"If Only, United Kingdom",GBR
PT110004,Peacock Trail,Chennai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Closing the Border Ceremony,Amritsar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Sunset visit of Metah Bagh to view the Taj Mahal,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half day tour of Mysore,Mysuru (Mysore),ACC0538,"If Only, United Kingdom",GBR
PT110004,Bird Watching,Deogarh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Discovering Auroville,Puducherry (Pondicherry),ACC0538,"If Only, United Kingdom",GBR
PT110004,Afternoon game drive,Pench,ACC0538,"If Only, United Kingdom",GBR
PT110004,Step well Dinner,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Jeep Safari through the Chambal ravines,Jarar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Bateshwar Religious Fair,Jarar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Visit to Bhimbetka,Bhopal,ACC0538,"If Only, United Kingdom",GBR
PT110004,Darjeeling City Tour,Darjeeling,ACC0538,"If Only, United Kingdom",GBR
PT110004,Sightseeing in Bundi,Bundi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Lakshmi Hill Trek,Munnar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half day city tour of Agra (includes the Taj Mahal),Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half day sightseeing to Fatehpur Sikri,Fatehpur Sikri,ACC0538,"If Only, United Kingdom",GBR
PT110004,Kachpura Village Walk,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Sunrise visit of Metah Bagh to view the Taj Mahal,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Walking tour,Jodhpur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Sunrise visit to the Taj Mahal,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Rural Kerala by bike (VillageÂ Rubble),Kochi (Cochin),ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning & Afternoon Game Drives in Ranthambhore - Private Safari,Ranthambore,ACC0538,"If Only, United Kingdom",GBR
PT110004,Rural Kerala by bike (VillageÂ Rubble) - Full Day,Kochi (Cochin),ACC0538,"If Only, United Kingdom",GBR
PT110004,Unseen Amber,Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Hoogly river cruise,Kolkata,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tour of Karaikudi and nearby villages,Chettinadu,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Keoladeo Bird Sanctuary on cycle rickshaw,Bharatpur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Cycling tour of Nizamudin <<Delhi by cycles>>,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to The Red Fort,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Red Fort,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Red Fort and other City Sites,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Bagru (Block Printing),Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Elephanta Island,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tour of Datia,Datia,ACC0538,"If Only, United Kingdom",GBR
PT110004,Marwari Horse Riding,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Bar-be-cue at Tekri - beautiful landscape,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Pragpur village tour,Pragpur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Jungle Lunch,Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half day village safari,Rohet,ACC0538,"If Only, United Kingdom",GBR
PT110004,Toy train to Ooty ( Blue Mountain Railway),Coonoor,ACC0538,"If Only, United Kingdom",GBR
PT110004,Farm Visit,Deoghar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Traditional Keralan cookery <<avoid Weds/Sat>>demonstration and lunch (two hours) <<private>>,Kochi (Cochin),ACC0538,"If Only, United Kingdom",GBR
PT110004,Guided tour of the Pushkar,Pushkar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Afternoon Game Drive in Ranthambhore National Park,Ranthambore,ACC0538,"If Only, United Kingdom",GBR
PT110004,Exploring Haridwar,Haridwar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Kanchipuram,Kanchipuram,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Mahabalipuram by car,Mamallapuram (Mahabalipuram),ACC0538,"If Only, United Kingdom",GBR
PT110004,Jai Hind - Sound and Light Show at the Red Fort,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Agra,Agra,ACC0538,"If Only, United Kingdom",GBR
PT110004,Cycling Tour at Dev Shree,Deogarh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Movie Show at Raj Mandir,Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Pink City Tour in a Pink Rickshaw,Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Srirangapatnam,Srirangapatna,ACC0538,"If Only, United Kingdom",GBR
PT110004,Afternoon game drive,Kabini,ACC0538,"If Only, United Kingdom",GBR
PT110004,Visit Aarti at Rishikesh in the evening,Rishikesh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Game drive by boat,Kabini,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning game drive,Kabini,ACC0538,"If Only, United Kingdom",GBR
PT110004,Pushkar Tour,Pushkar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Cooking demonstration in a local home.,Puducherry (Pondicherry),ACC0538,"If Only, United Kingdom",GBR
PT110015,Half day tour of Agra,Agra,ACC2276,"3M Holidays, India",IND
PT110014,Nomad Pre Config Test VK,Agra,ACC0806,"Nomads Secrets, Australia",AUS
PT110014,Half day city tour of Delhi,New Delhi,ACC0806,"Nomads Secrets, Australia",AUS
PT110013,Half day delhi,New Delhi,ACC2679,"TravelBridge, Australia",AUS
PT110013,Test Preconfig,New Delhi,ACC2679,"TravelBridge, Australia",AUS
PT110000,Tour of Shimla,Shimla,ACC0131,"Audley Travel, United Kingdom",GBR
PT110003,Pre-configured Test,New Delhi,ACC0272,"Comptoir Des Voyages, France",FRA
PT110003,Taj Mahal Tour,Agra,ACC0272,"Comptoir Des Voyages, France",FRA
PT110003,New & Old Delhi,New Delhi,ACC0272,"Comptoir Des Voyages, France",FRA
PT110003,Five Senses Tour,Mumbai,ACC0272,"Comptoir Des Voyages, France",FRA
PT110003,Five Senses Delhi,New Delhi,ACC0272,"Comptoir Des Voyages, France",FRA
PT110003,Pot Lucks,New Delhi,ACC0272,"Comptoir Des Voyages, France",FRA
PT110003,Test Sundry,New Delhi,ACC0272,"Comptoir Des Voyages, France",FRA
PT110004,Tour of Sanchi,Bhopal,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tour of Ooty,Ooty (Udhagamandalam),ACC0538,"If Only, United Kingdom",GBR
PT110004,Guided Tour of Orchha,Orchha,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Sarnath with guide,Varanasi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning & afternoon game drives in Ranthambhore,Ranthambore,ACC0538,"If Only, United Kingdom",GBR
PT110004,Exploring Varanasi,Varanasi,ACC0538,"If Only, United Kingdom",GBR
PT110004,"Hidden Varanasi <<Guided walk, off the beaten track>>",Varanasi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning excursion to Varanasi ghats including boatride,Varanasi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Visit to the weavers district.,Varanasi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Rare Textile & Artist,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Udaipur Walking tour,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Old and New Delhi sightseeing (without Red Fort),New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Delhi Five Senses Tour,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Rural Train Experience,Deogarh,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning Game Drives in Ranthambhore,Ranthambore,ACC0538,"If Only, United Kingdom",GBR
PT110000,Dabbah Wala tour of Mumbai,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Day Walk From Kumbhalgarh To Ranakpur,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Explore the Edakkal Caves,Wayanad,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,"Hike, Bike and Yoga tour",Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,High Tea at Imperial,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Leopard Sighting Jeep Safari (shared Safari),Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning and Afternoon Game Drives,Corbett,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Putting to Bed Ceremony,Amritsar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110005,Tea by the lake,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Kumbalanghi Village Visit,Kochi (Cochin),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Bird watching excursion by boat on the Chambal River,Jarar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Guided excursion to Thattekad Bird Sanctuary - afternoon,Kothamangalam (KL) ,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Exploring Palakkad,Palakkad,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Cycling Tour,Deogarh,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Peacock Trail,Chennai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Closing the Border Ceremony,Amritsar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Sunset visit of Metah Bagh to view the Taj Mahal,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half day tour of Mysore,Mysuru (Mysore),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Bird Watching,Deogarh,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Discovering Auroville,Puducherry (Pondicherry),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Afternoon game drive,Pench,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Step well Dinner,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Jeep Safari through the Chambal ravines,Jarar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to the Bateshwar Religious Fair,Jarar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Visit to Bhimbetka,Bhopal,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Darjeeling City Tour,Darjeeling,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Sunrise visit of Metah Bagh to view the Taj Mahal,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Sunrise visit to the Taj Mahal,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Rural Kerala by bike (VillageÂ Rubble),Kochi (Cochin),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning & Afternoon Game Drives in Ranthambhore - Private Safari,Ranthambore,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Unseen Amber,Jaipur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Hoogly river cruise,Kolkata,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Tour of Karaikudi and nearby villages,Chettinadu,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Keoladeo Bird Sanctuary on cycle rickshaw,Bharatpur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Cycling tour of Nizamudin <<Delhi by cycles>>,New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to The Red Fort,New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to the Red Fort,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to the Red Fort and other City Sites,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Bagru (Block Printing),Jaipur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Elephanta Island,Mumbai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Tour of Datia,Datia,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Marwari Horse Riding,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Bar-be-cue at Tekri - beautiful landscape,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Pragpur village tour,Pragpur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Jungle Lunch,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half day village safari,Rohet,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Toy train to Ooty ( Blue Mountain Railway),Coonoor,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Farm Visit,Deoghar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Traditional Keralan cookery <<avoid Weds/Sat>>demonstration and lunch (two hours) <<private>>,Kochi (Cochin),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Guided tour of the Pushkar,Pushkar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Afternoon Game Drive in Ranthambhore National Park,Ranthambore,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Exploring Haridwar,Haridwar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Kanchipuram,Kanchipuram,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Mahabalipuram by car,Mamallapuram (Mahabalipuram),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Jai Hind - Sound and Light Show at the Red Fort,New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Agra,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Cycling Tour at Dev Shree,Deogarh,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Visit to Amber Elephant Village,Jaipur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Discovering  Amritsar,Amritsar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Cooking lesson and meal with a local family,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Private boat ride on Lake Pichola,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Shared Boat Ride on Lake Pichola with tickets,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half-day Dharavi Slum tour,Mumbai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Mumbai Heritage Walk,Mumbai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Sightseeing in Bundi,Bundi,ACC1606,"Audley Travel, United Kingdom",DEU
