business_code,name,name.1,customer_code,name.2,source_market_code
PT110005,Lakshmi Hill Trek,Munnar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half day city tour of Agra (includes the Taj Mahal),Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half day sightseeing to Fatehpur Sikri,Fatehpur Sikri,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Kachpura Village Walk,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Walking tour,Jodhpur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110007,test pre,New Delhi,ACC0014,"Aa Bee Holidays, India",IND
PT110010,Test Tour,New Delhi,ACC0042,"Awesome Experience , United Kingdom",GBR
PT110012,test,New Delhi,ACC2344,"Apple Vacations, Malaysia",MYS
PT110000,Cooking lesson and meal with a local family,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Private boat ride on Lake Pichola,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Meesapulimal Trek,Munnar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning and afternoon Jeep safaris in the park,Kanha,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tea Tasting Experience,Munnar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Hoysala temples at Belur and Halebid,Hassan,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Hoysala temples at Belur,Belur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Delhi Mutiny Tour,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Holipura Heritage Village walk,Jarar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Farm Visit,Deogarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Old and New Delhi City Tour,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Kumbalanghi Village Visit,Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Afternoon Jeep safari in the park,Tadoba,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Hoysala temples at Halebid,Halebeedu (Halebidu),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Discover Mussoorie,Mussoorie,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Camel Safari through the ravines to the ruins of Fort Ater,Jarar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Countryside Safari Jeep Safari,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,A Culinary Escape at Mharo Khet (Standard Experience),Jodhpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Day trek to Narkanda,Shimla,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Guided excursion to Thattekad Bird Sanctuary - afternoon,Thattekkad,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Kanyakumari,Kanyakumari,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Salaam Balak Walk,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Delhi's Imperial Walking tour,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Delhi Photography Tour,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Delhi Devine Tour,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Jewish Tour,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Hot-air balloon flight over Jaipur,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tour of Chettinad Mansions,Chettinadu,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Walking Tour of Alleppey without lunch,Alappuzha (Alleppey),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Ajanta,Aurangabad (MH) ,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day to the Ellora Caves,Aurangabad (MH) ,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning Jeep safari in the park,Kanha,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Sunset point by camel,Jaisalmer,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Jaisalmer City Tour on foot,Jaisalmer,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Guided Tour of the Temples,Khajuraho,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Madurai Rickshaw Tour,Madurai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Meenakshi Temple 'Going to Bed' Ceremony,Madurai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Guided Tour of Bhopal,Bhopal,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Dhar Bhil Village Experience with farm Walk,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Dharamasala and McLeod Ganj Tour,Dharamshala,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Discovering Bombay Tour,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Camp Fire Dinner,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sunrise Breakfast with Wildlife,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Kangra,Kangra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Explore local area,Rishikesh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Full day historical walking tour - with your guide from Glenburn,Kolkata,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Afternoon Game Drives in Ranthambhore,Ranthambore,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tour of Tiruchirappalli,Trichy (Tiruchirappalli),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Food Walk of Delhi,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning and afternoon jeep safaris,Tadoba,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Evening Harbour cruise. Private transfer and shared boat.,Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cycle tour,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day excursion to the Amber Fort Palace,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half Day Jodhpur City Tour,Jodhpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Evening cooking demonstration with local BRAHMIN family <<family home>> (VEGETEARIAN MEAL),Jodhpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cooking lesson and meal with a Dera Mandawa family,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Jodhpur city tour including a guided walk in the Old City,Jodhpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Kollukumalai trek from Casa del Fauno,Munnar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sightseeing tour of Bijapur,Vijayapura (Bijapur),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Explore the Edakal Caves,Sultan Bathery,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning game drive,Pench,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cycle tour,Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Gulbarga Fort,Kalaburagi (Gulbarga),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,The Adbesara Hunting Trail (without Champagne),Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,The Adbesara Hunting Trail - with Champagne,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Camel Charisma,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,rsion to Tiger Hill and Ghoom Monastery,Darjeeling,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Afternoon Jeep Safari in Bandhavgarh,Bandhavgarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sunset visit to the Taj Mahal,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit to Metah Bagh to see the Taj Mahal,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Juna Mahal and Deo Somnath Temple,Dungarpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Ranganathittu Bird Sanctuary,Ranganathittu,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Somnathpur,Somnathpura,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Mysore Full Day Tour,Mysuru (Mysore),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Ghoom Monastery,Darjeeling,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Ride on Darjeeling Himalayan Railway,Darjeeling,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Afternoon jeep safari,Corbett,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tour of Datia and Gwalior,Gwalior,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning Game Drive,Corbett,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Afternoon Jeep safari in the park,Kanha,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Darjeeling tour (markets and museums),Darjeeling,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning and afternoon game drive,Pench,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning excursion to Tiger Hill,Darjeeling,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning Jeep Safari in Bandhavgarh,Bandhavgarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Royal Mysore walking tour,Mysuru (Mysore),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Historical Train ride,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Pink City by E-bicycle,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Calcutta walking tour,Kolkata,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning and afternoon Jeep Safaris in Bandhavgarh,Bandhavgarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion around Mahabalipuram by rickshaw,Mamallapuram (Mahabalipuram),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sightseeing tour of Madurai,Madurai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half Day Udaipur City Tour,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Discovering  Amritsar (With Partition Museum),Amritsar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Five Senses Tour,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Ranganathittu Bird Sanctuary and Srirangapatnam,Mysuru (Mysore),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Ranganathittu Bird Sanctuary and Srirangapatnam,Srirangapatna,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Elephanta Island and city tour of Bombay,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Walking tour,Jodhpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit to Amber Elephant Village,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Early Morning Jungle Walk with Forest Guide,Thekkady (Periyar/Kumily),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to a spice plantation,Thekkady (Periyar/Kumily),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning Jeep safari in the park,Tadoba,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day city tour of Bikaner,Bikaner,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,City Tour of Pondicherry,Puducherry (Pondicherry),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Day cruise along Keralan backwaters to Thotapally,Alappuzha (Alleppey),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Kathakali Dance Evening,Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit to the Taj Mahal,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cycle tour,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Discover Ahmedabad,Ahmedabad,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half Day New Delhi City Tour,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,"Half Day Old Delhi City Tour, including guided walk",New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Hope Project walk in Nizamuddin Basti (SUPPLEMENT FOR SUNDAYS),New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,"Old and New Delhi City Tour, including guided walk",New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tanjore City Tour,Thanjavur (Tanjore),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half Day Old Delhi City Tour,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tea by the lake,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Marwari Horse Riding,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Bar-be-cue at Tekri - beautiful landscape,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit and lunch at Tranquilitea,Coonoor,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Worli Fishing tour,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Bird watching excursion by boat on the Chambal River,Jarar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Guided excursion to Thattekad Bird Sanctuary - afternoon,Kothamangalam (KL) ,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Exploring Palakkad,Palakkad,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cycling Tour,Deogarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion around the Tellicherry area,Thalassery (Telicherry),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Peacock Trail,Chennai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Closing the Border Ceremony,Amritsar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sunset visit of Metah Bagh to view the Taj Mahal,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day tour of Mysore,Mysuru (Mysore),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Bird Watching,Deogarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Discovering Auroville,Puducherry (Pondicherry),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Afternoon game drive,Pench,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Step well Dinner,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Jeep Safari through the Chambal ravines,Jarar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Bateshwar Religious Fair,Jarar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit to Bhimbetka,Bhopal,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Darjeeling City Tour,Darjeeling,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sightseeing in Bundi,Bundi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Lakshmi Hill Trek,Munnar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day city tour of Agra (includes the Taj Mahal),Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day sightseeing to Fatehpur Sikri,Fatehpur Sikri,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Kachpura Village Walk,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sunrise visit of Metah Bagh to view the Taj Mahal,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sunrise visit to the Taj Mahal,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Rural Kerala by bike (VillageÂ Rubble),Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning & Afternoon Game Drives in Ranthambhore - Private Safari,Ranthambore,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Rural Kerala by bike (VillageÂ Rubble) - Full Day,Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Unseen Amber,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Hoogly river cruise,Kolkata,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tour of Karaikudi and nearby villages,Chettinadu,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Keoladeo Bird Sanctuary on cycle rickshaw,Bharatpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cycling tour of Nizamudin <<Delhi by cycles>>,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to The Red Fort,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Red Fort,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Red Fort and other City Sites,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Bagru (Block Printing),Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Elephanta Island,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tour of Datia,Datia,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Pragpur village tour,Pragpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Jungle Lunch,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day village safari,Rohet,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Toy train to Ooty ( Blue Mountain Railway),Coonoor,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Farm Visit,Deoghar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Traditional Keralan cookery <<avoid Weds/Sat>>demonstration and lunch (two hours) <<private>>,Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Guided tour of the Pushkar,Pushkar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Afternoon Game Drive in Ranthambhore National Park,Ranthambore,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Exploring Haridwar,Haridwar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Kanchipuram,Kanchipuram,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Mahabalipuram by car,Mamallapuram (Mahabalipuram),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Jai Hind - Sound and Light Show at the Red Fort,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Agra,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cycling Tour at Dev Shree,Deogarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Movie Show at Raj Mandir,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Pink City Tour in a Pink Rickshaw,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Srirangapatnam,Srirangapatna,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Afternoon game drive,Kabini,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit Aarti at Rishikesh in the evening,Rishikesh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Game drive by boat,Kabini,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning game drive,Kabini,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Pushkar Tour,Pushkar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cooking demonstration in a local home.,Puducherry (Pondicherry),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cooking lesson and meal with a Dera Mandawa family (WITH MARKET VISIT),Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,City Tour of Cochin,Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cochin Walking Tour,Kochi (Cochin),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Food and Faith Walk in Old Delhi,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sundowner Rural Ramble,Deogarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit to the Sarus Crane Conservation area,Jarar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Cooking lesson and meal with a local family,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Juna Mahal and Deo Somnath Temple,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Golconda Fort & Qutb Shahi Tombs,Hyderabad,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit to Bateshwar Temples on the River Yamuna,Jarar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Lockhart Tea Trail,Munnar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day tour of craftsmen in the old bazaars of Jaipur,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Chennai (Madras) city sightseeing,Chennai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Full day Chennai city tour,Chennai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Exploring Gwalior,Gwalior,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Trek and bamboo rafting excursion,Thekkady (Periyar/Kumily),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Karni Mata rat temple,Bikaner,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Gangtok City Tour,Gangtok,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Evening Visit  to the City Palace Illuminations,Mysuru (Mysore),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Walk through local plantations,Munnar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Amber Fort Palace and Jaipur City,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day Jaipur City Tour,Jaipur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Sightseeing in Badami,Badami,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Evening excursion to the ghats including boatride,Varanasi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Evening cooking demonstration with local family <<family home>>,Jodhpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half Day Village Safari,Jodhpur,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,City Tour of Hyderabad,Hyderabad,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning Game Drive in Ranthambhore National Park,Ranthambore,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Toy Train excursion,Shimla,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Discovering  Amritsar,Amritsar,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Shared Boat Ride on Lake Pichola with tickets,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half-day Dharavi Slum tour,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Mumbai Heritage Walk,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Mumbai at Dawn Tour,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Half day Mumbai Market Tour,Mumbai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Discovering Mount Abu,Mount Abu,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Pragpur village tour and excursion to Kangra,Kangra,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Rice Boat Cruise,Alappuzha (Alleppey),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Calcutta city tour,Kolkata,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Night Walk of Old Delhi,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Lucknow Uncovered,Lucknow,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tour of Sanchi,Bhopal,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Tour of Ooty,Ooty (Udhagamandalam),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Guided Tour of Orchha,Orchha,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to Sarnath with guide,Varanasi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning & afternoon game drives in Ranthambhore,Ranthambore,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Exploring Varanasi,Varanasi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,"Hidden Varanasi <<Guided walk, off the beaten track>>",Varanasi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning excursion to Varanasi ghats including boatride,Varanasi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Visit to the weavers district.,Varanasi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Rare Textile & Artist,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Udaipur Walking tour,Udaipur (RJ),ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Old and New Delhi sightseeing (without Red Fort),New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Delhi Five Senses Tour,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Rural Train Experience,Deogarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Morning Game Drives in Ranthambhore,Ranthambore,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Hi-tea at The Imperial New Delhi,New Delhi,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Chandigarh half day city tour with Guide,Chandigarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Excursion to the Hoysala temples at Belur and Halebidu,Hassan,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Rock Garden Visit with Driver (WITHOUT GUIDE),Chandigarh,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Trekking in forest & tribal area,Narlai,ACC0131,"Audley Travel, United Kingdom",GBR
PT110000,Guide Test,Agra,ACC0131,"Audley Travel, United Kingdom",GBR
